# Logfile created on 2021-02-22 08:51:32 +0000 by logger.rb/56438
[2021-02-22T08:51:32+00:00] INFO: Started chef-zero at chefzero://localhost:8889 with repository at /opt/gitlab/embedded
  One version per cookbook

[2021-02-22T08:51:32+00:00] INFO: Forking chef instance to converge...
[2021-02-22T08:51:32+00:00] INFO: *** Chef 12.12.15 ***
[2021-02-22T08:51:32+00:00] INFO: Platform: x86_64-linux
[2021-02-22T08:51:32+00:00] INFO: Chef-client pid: 26
[2021-02-22T08:51:33+00:00] WARN: unable to detect ipaddress
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: chefzero://localhost:8889/nodes/gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2021-02-22T08:51:33+00:00] INFO: Run List is [recipe[gitlab]]
[2021-02-22T08:51:33+00:00] INFO: Run List expands to [gitlab]
[2021-02-22T08:51:33+00:00] INFO: Starting Chef Run for gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Running start handlers
[2021-02-22T08:51:33+00:00] INFO: Start handlers complete.
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: 
[2021-02-22T08:51:33+00:00] INFO: Loading cookbooks [gitlab@0.0.1, runit@0.14.2, package@0.0.0]
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] group changed to 0
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] mode changed to 755
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] created directory /opt/gitlab/sv/gitlab-workhorse/log/main
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] owner changed to 0
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] group changed to 0
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log/main] mode changed to 755
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] created file /opt/gitlab/sv/gitlab-workhorse/run
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] updated file contents /opt/gitlab/sv/gitlab-workhorse/run
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] owner changed to 0
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] group changed to 0
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/run] mode changed to 755
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] created file /opt/gitlab/sv/gitlab-workhorse/log/run
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] updated file contents /opt/gitlab/sv/gitlab-workhorse/log/run
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] owner changed to 0
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] group changed to 0
[2021-02-22T08:51:48+00:00] INFO: template[/opt/gitlab/sv/gitlab-workhorse/log/run] mode changed to 755
[2021-02-22T08:51:48+00:00] INFO: link[/opt/gitlab/init/gitlab-workhorse] created
[2021-02-22T08:51:48+00:00] INFO: link[/opt/gitlab/service/gitlab-workhorse] created
[2021-02-22T08:51:50+00:00] INFO: ruby_block[supervise_gitlab-workhorse_sleep] called
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] created directory /opt/gitlab/sv/nginx
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] owner changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] group changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx] mode changed to 755
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] created directory /opt/gitlab/sv/nginx/log
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] owner changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] group changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log] mode changed to 755
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log/main] created directory /opt/gitlab/sv/nginx/log/main
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log/main] owner changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log/main] group changed to 0
[2021-02-22T08:51:50+00:00] INFO: directory[/opt/gitlab/sv/nginx/log/main] mode changed to 755
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] created file /opt/gitlab/sv/nginx/run
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] updated file contents /opt/gitlab/sv/nginx/run
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] owner changed to 0
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] group changed to 0
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/run] mode changed to 755
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/log/run] created file /opt/gitlab/sv/nginx/log/run
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/log/run] updated file contents /opt/gitlab/sv/nginx/log/run
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/log/run] owner changed to 0
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/log/run] group changed to 0
[2021-02-22T08:51:50+00:00] INFO: template[/opt/gitlab/sv/nginx/log/run] mode changed to 755
[2021-02-22T08:51:50+00:00] INFO: link[/opt/gitlab/init/nginx] created
[2021-02-22T08:51:50+00:00] INFO: link[/opt/gitlab/service/nginx] created
[2021-02-22T08:51:52+00:00] INFO: ruby_block[supervise_nginx_sleep] called
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate] created directory /opt/gitlab/sv/logrotate
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] created directory /opt/gitlab/sv/logrotate/log
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] created directory /opt/gitlab/sv/logrotate/log/main
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/log/main] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] created file /opt/gitlab/sv/logrotate/run
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] updated file contents /opt/gitlab/sv/logrotate/run
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/run] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] created file /opt/gitlab/sv/logrotate/log/run
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] updated file contents /opt/gitlab/sv/logrotate/log/run
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/log/run] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] created directory /opt/gitlab/sv/logrotate/control
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: directory[/opt/gitlab/sv/logrotate/control] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] created file /opt/gitlab/sv/logrotate/control/t
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] updated file contents /opt/gitlab/sv/logrotate/control/t
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] owner changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] group changed to 0
[2021-02-22T08:51:52+00:00] INFO: template[/opt/gitlab/sv/logrotate/control/t] mode changed to 755
[2021-02-22T08:51:52+00:00] INFO: link[/opt/gitlab/init/logrotate] created
[2021-02-22T08:51:52+00:00] INFO: link[/opt/gitlab/service/logrotate] created
[2021-02-22T08:51:54+00:00] INFO: ruby_block[supervise_logrotate_sleep] called
[2021-02-22T08:51:54+00:00] INFO: template[/opt/gitlab/etc/gitlab-healthcheck-rc] created file /opt/gitlab/etc/gitlab-healthcheck-rc
[2021-02-22T08:51:54+00:00] INFO: template[/opt/gitlab/etc/gitlab-healthcheck-rc] updated file contents /opt/gitlab/etc/gitlab-healthcheck-rc
[2021-02-22T08:51:54+00:00] INFO: template[/opt/gitlab/etc/gitlab-healthcheck-rc] owner changed to 0
[2021-02-22T08:51:54+00:00] INFO: template[/opt/gitlab/etc/gitlab-healthcheck-rc] group changed to 0
[2021-02-22T08:51:54+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] sending restart action to service[gitlab-workhorse] (delayed)
[2021-02-22T08:51:55+00:00] INFO: service[gitlab-workhorse] restarted
[2021-02-22T08:51:55+00:00] INFO: Chef Run complete in 21.572543921 seconds
[2021-02-22T08:51:55+00:00] INFO: Running report handlers
[2021-02-22T08:51:55+00:00] INFO: Report handlers complete
